frame_path,dive_type,position,difficulty,score
train\2020_olympics_dive_01\frame_156.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,60.8
train\2020_olympics_dive_01\frame_158.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,60.8
train\2020_olympics_dive_01\frame_16.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,60.8
train\2020_olympics_dive_01\frame_160.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,60.8
train\2020_olympics_dive_01\frame_162.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,60.8
train\2020_olympics_dive_01\frame_164.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,60.8
train\2020_olympics_dive_01\frame_166.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,60.8
train\2020_olympics_dive_01\frame_168.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,60.8
train\2020_olympics_dive_01\frame_170.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,60.8
train\2020_olympics_dive_01\frame_172.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,60.8
train\2020_olympics_dive_01\frame_174.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,60.8
train\2020_olympics_dive_01\frame_18.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,60.8
train\2020_olympics_dive_01\frame_2.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,60.8
train\2020_olympics_dive_01\frame_20.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,60.8
train\2020_olympics_dive_01\frame_22.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,60.8
train\2020_olympics_dive_01\frame_24.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,60.8
train\2020_olympics_dive_01\frame_26.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,60.8
train\2020_olympics_dive_01\frame_28.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,60.8
train\2020_olympics_dive_01\frame_30.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,60.8
train\2020_olympics_dive_01\frame_32.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,60.8
train\2020_olympics_dive_01\frame_34.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,60.8
train\2020_olympics_dive_01\frame_36.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,60.8
train\2020_olympics_dive_01\frame_38.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,60.8
train\2020_olympics_dive_01\frame_4.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,60.8
train\2020_olympics_dive_01\frame_40.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,60.8
train\2020_olympics_dive_01\frame_42.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,60.8
train\2020_olympics_dive_01\frame_44.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,60.8
train\2020_olympics_dive_01\frame_46.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,60.8
train\2020_olympics_dive_01\frame_48.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,60.8
train\2020_olympics_dive_01\frame_50.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,60.8
train\2020_olympics_dive_01\frame_52.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,60.8
train\2020_olympics_dive_01\frame_54.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,60.8
train\2020_olympics_dive_01\frame_56.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,60.8
train\2020_olympics_dive_01\frame_58.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,60.8
train\2020_olympics_dive_01\frame_6.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,60.8
train\2020_olympics_dive_01\frame_60.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,60.8
train\2020_olympics_dive_01\frame_62.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,60.8
train\2020_olympics_dive_01\frame_64.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,60.8
train\2020_olympics_dive_01\frame_66.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,60.8
train\2020_olympics_dive_01\frame_68.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,60.8
train\2020_olympics_dive_01\frame_70.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,60.8
train\2020_olympics_dive_01\frame_72.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,60.8
train\2020_olympics_dive_01\frame_74.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,60.8
train\2020_olympics_dive_01\frame_76.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,60.8
train\2020_olympics_dive_01\frame_78.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,60.8
train\2020_olympics_dive_01\frame_8.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,60.8
train\2020_olympics_dive_01\frame_80.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,60.8
train\2020_olympics_dive_01\frame_82.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,60.8
train\2020_olympics_dive_01\frame_84.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,60.8
train\2020_olympics_dive_01\frame_86.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,60.8
train\2020_olympics_dive_01\frame_88.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,60.8
train\2020_olympics_dive_01\frame_90.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,60.8
train\2020_olympics_dive_01\frame_92.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,60.8
train\2020_olympics_dive_01\frame_94.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,60.8
train\2020_olympics_dive_01\frame_96.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,60.8
train\2020_olympics_dive_01\frame_98.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,60.8
train\2020_olympics_dive_05\frame_0.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_10.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_100.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_102.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_104.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_106.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_108.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_110.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_112.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_114.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_116.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_118.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_12.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_120.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_122.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_124.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_14.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_16.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_18.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_2.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_20.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_22.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_24.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_26.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_28.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_30.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_32.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_34.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_36.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_38.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_4.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_40.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_42.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_44.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_46.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_48.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_50.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_52.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_54.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_56.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_58.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_6.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_60.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_62.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_64.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_66.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_68.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_70.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_72.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_74.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_76.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_78.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_8.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_80.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_82.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_84.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_86.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_88.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_90.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_92.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_94.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_96.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_05\frame_98.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,72.0
train\2020_olympics_dive_07\frame_0.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_10.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_100.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_102.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_104.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_106.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_108.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_110.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_112.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_114.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_116.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_118.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_12.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_120.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_122.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_124.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_14.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_16.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_18.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_2.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_20.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_22.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_24.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_26.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_28.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_30.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_32.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_34.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_36.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_38.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_4.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_40.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_42.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_44.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_46.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_48.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_50.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_52.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_54.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_56.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_58.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_6.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_60.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_62.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_64.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_66.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_68.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_70.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_72.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_74.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_76.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_78.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_8.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_80.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_82.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_84.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_86.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_88.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_90.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_92.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_94.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_96.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_07\frame_98.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,57.6
train\2020_olympics_dive_08\frame_0.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,68.8
train\2020_olympics_dive_08\frame_10.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,68.8
train\2020_olympics_dive_08\frame_12.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,68.8
train\2020_olympics_dive_08\frame_14.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,68.8
train\2020_olympics_dive_08\frame_16.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,68.8
train\2020_olympics_dive_08\frame_18.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,68.8
train\2020_olympics_dive_08\frame_2.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,68.8
train\2020_olympics_dive_08\frame_20.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,68.8
train\2020_olympics_dive_08\frame_22.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,68.8
train\2020_olympics_dive_08\frame_24.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,68.8
train\2020_olympics_dive_08\frame_26.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,68.8
train\2020_olympics_dive_08\frame_28.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,68.8
train\2020_olympics_dive_08\frame_30.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,68.8
train\2020_olympics_dive_08\frame_32.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,68.8
train\2020_olympics_dive_08\frame_34.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,68.8
train\2020_olympics_dive_08\frame_36.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,68.8
train\2020_olympics_dive_08\frame_38.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,68.8
train\2020_olympics_dive_08\frame_4.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,68.8
train\2020_olympics_dive_08\frame_40.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,68.8
train\2020_olympics_dive_08\frame_42.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,68.8
train\2020_olympics_dive_08\frame_44.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,68.8
train\2020_olympics_dive_08\frame_46.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,68.8
train\2020_olympics_dive_08\frame_48.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,68.8
train\2020_olympics_dive_08\frame_50.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,68.8
train\2020_olympics_dive_08\frame_52.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,68.8
train\2020_olympics_dive_08\frame_54.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,68.8
train\2020_olympics_dive_08\frame_56.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,68.8
train\2020_olympics_dive_08\frame_58.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,68.8
train\2020_olympics_dive_08\frame_6.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,68.8
train\2020_olympics_dive_08\frame_60.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,68.8
train\2020_olympics_dive_08\frame_62.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,68.8
train\2020_olympics_dive_08\frame_64.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,68.8
train\2020_olympics_dive_08\frame_66.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,68.8
train\2020_olympics_dive_08\frame_68.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,68.8
train\2020_olympics_dive_08\frame_70.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,68.8
train\2020_olympics_dive_08\frame_72.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,68.8
train\2020_olympics_dive_08\frame_74.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,68.8
train\2020_olympics_dive_08\frame_8.jpg,Inward 3 1/2 Somersaults,Tuck,3.2,68.8
train\2020_olympics_dive_09\frame_0.jpg,Reverse 3 1/2 Somersaults,Tuck,3.4,98.6
train\2020_olympics_dive_09\frame_10.jpg,Reverse 3 1/2 Somersaults,Tuck,3.4,98.6
train\2020_olympics_dive_09\frame_100.jpg,Reverse 3 1/2 Somersaults,Tuck,3.4,98.6
train\2020_olympics_dive_09\frame_102.jpg,Reverse 3 1/2 Somersaults,Tuck,3.4,98.6
train\2020_olympics_dive_09\frame_104.jpg,Reverse 3 1/2 Somersaults,Tuck,3.4,98.6
train\2020_olympics_dive_09\frame_12.jpg,Reverse 3 1/2 Somersaults,Tuck,3.4,98.6
train\2020_olympics_dive_09\frame_14.jpg,Reverse 3 1/2 Somersaults,Tuck,3.4,98.6
train\2020_olympics_dive_09\frame_16.jpg,Reverse 3 1/2 Somersaults,Tuck,3.4,98.6
train\2020_olympics_dive_09\frame_18.jpg,Reverse 3 1/2 Somersaults,Tuck,3.4,98.6
train\2020_olympics_dive_09\frame_2.jpg,Reverse 3 1/2 Somersaults,Tuck,3.4,98.6
train\2020_olympics_dive_09\frame_20.jpg,Reverse 3 1/2 Somersaults,Tuck,3.4,98.6
train\2020_olympics_dive_09\frame_22.jpg,Reverse 3 1/2 Somersaults,Tuck,3.4,98.6
train\2020_olympics_dive_09\frame_24.jpg,Reverse 3 1/2 Somersaults,Tuck,3.4,98.6
train\2020_olympics_dive_09\frame_26.jpg,Reverse 3 1/2 Somersaults,Tuck,3.4,98.6
train\2020_olympics_dive_09\frame_28.jpg,Reverse 3 1/2 Somersaults,Tuck,3.4,98.6
train\2020_olympics_dive_09\frame_30.jpg,Reverse 3 1/2 Somersaults,Tuck,3.4,98.6
