frame_path,dive_type,position,difficulty,score
train\2020_olympics_dive_15\frame_30.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,59.4
train\2020_olympics_dive_15\frame_32.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,59.4
train\2020_olympics_dive_15\frame_34.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,59.4
train\2020_olympics_dive_15\frame_36.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,59.4
train\2020_olympics_dive_15\frame_38.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,59.4
train\2020_olympics_dive_15\frame_4.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,59.4
train\2020_olympics_dive_15\frame_40.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,59.4
train\2020_olympics_dive_15\frame_42.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,59.4
train\2020_olympics_dive_15\frame_44.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,59.4
train\2020_olympics_dive_15\frame_46.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,59.4
train\2020_olympics_dive_15\frame_48.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,59.4
train\2020_olympics_dive_15\frame_50.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,59.4
train\2020_olympics_dive_15\frame_52.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,59.4
train\2020_olympics_dive_15\frame_54.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,59.4
train\2020_olympics_dive_15\frame_56.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,59.4
train\2020_olympics_dive_15\frame_58.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,59.4
train\2020_olympics_dive_15\frame_6.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,59.4
train\2020_olympics_dive_15\frame_60.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,59.4
train\2020_olympics_dive_15\frame_62.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,59.4
train\2020_olympics_dive_15\frame_64.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,59.4
train\2020_olympics_dive_15\frame_66.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,59.4
train\2020_olympics_dive_15\frame_68.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,59.4
train\2020_olympics_dive_15\frame_70.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,59.4
train\2020_olympics_dive_15\frame_72.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,59.4
train\2020_olympics_dive_15\frame_74.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,59.4
train\2020_olympics_dive_15\frame_76.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,59.4
train\2020_olympics_dive_15\frame_78.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,59.4
train\2020_olympics_dive_15\frame_8.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,59.4
train\2020_olympics_dive_15\frame_80.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,59.4
train\2020_olympics_dive_15\frame_82.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,59.4
train\2020_olympics_dive_15\frame_84.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,59.4
train\2020_olympics_dive_15\frame_86.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,59.4
train\2020_olympics_dive_15\frame_88.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,59.4
train\2020_olympics_dive_15\frame_90.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,59.4
train\2020_olympics_dive_15\frame_92.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,59.4
train\2020_olympics_dive_15\frame_94.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,59.4
train\2020_olympics_dive_16\frame_0.jpg,Back 3 1/2 Somersaults,Tuck,0.0,72.6
train\2020_olympics_dive_16\frame_10.jpg,Back 3 1/2 Somersaults,Tuck,0.0,72.6
train\2020_olympics_dive_16\frame_12.jpg,Back 3 1/2 Somersaults,Tuck,0.0,72.6
train\2020_olympics_dive_16\frame_14.jpg,Back 3 1/2 Somersaults,Tuck,0.0,72.6
train\2020_olympics_dive_16\frame_16.jpg,Back 3 1/2 Somersaults,Tuck,0.0,72.6
train\2020_olympics_dive_16\frame_18.jpg,Back 3 1/2 Somersaults,Tuck,0.0,72.6
train\2020_olympics_dive_16\frame_2.jpg,Back 3 1/2 Somersaults,Tuck,0.0,72.6
train\2020_olympics_dive_16\frame_20.jpg,Back 3 1/2 Somersaults,Tuck,0.0,72.6
train\2020_olympics_dive_16\frame_22.jpg,Back 3 1/2 Somersaults,Tuck,0.0,72.6
train\2020_olympics_dive_16\frame_24.jpg,Back 3 1/2 Somersaults,Tuck,0.0,72.6
train\2020_olympics_dive_16\frame_26.jpg,Back 3 1/2 Somersaults,Tuck,0.0,72.6
train\2020_olympics_dive_16\frame_28.jpg,Back 3 1/2 Somersaults,Tuck,0.0,72.6
train\2020_olympics_dive_16\frame_30.jpg,Back 3 1/2 Somersaults,Tuck,0.0,72.6
train\2020_olympics_dive_16\frame_32.jpg,Back 3 1/2 Somersaults,Tuck,0.0,72.6
train\2020_olympics_dive_16\frame_34.jpg,Back 3 1/2 Somersaults,Tuck,0.0,72.6
train\2020_olympics_dive_16\frame_36.jpg,Back 3 1/2 Somersaults,Tuck,0.0,72.6
train\2020_olympics_dive_16\frame_38.jpg,Back 3 1/2 Somersaults,Tuck,0.0,72.6
train\2020_olympics_dive_16\frame_4.jpg,Back 3 1/2 Somersaults,Tuck,0.0,72.6
train\2020_olympics_dive_16\frame_40.jpg,Back 3 1/2 Somersaults,Tuck,0.0,72.6
train\2020_olympics_dive_16\frame_42.jpg,Back 3 1/2 Somersaults,Tuck,0.0,72.6
train\2020_olympics_dive_16\frame_44.jpg,Back 3 1/2 Somersaults,Tuck,0.0,72.6
train\2020_olympics_dive_16\frame_46.jpg,Back 3 1/2 Somersaults,Tuck,0.0,72.6
train\2020_olympics_dive_16\frame_48.jpg,Back 3 1/2 Somersaults,Tuck,0.0,72.6
train\2020_olympics_dive_16\frame_50.jpg,Back 3 1/2 Somersaults,Tuck,0.0,72.6
train\2020_olympics_dive_16\frame_52.jpg,Back 3 1/2 Somersaults,Tuck,0.0,72.6
train\2020_olympics_dive_16\frame_54.jpg,Back 3 1/2 Somersaults,Tuck,0.0,72.6
train\2020_olympics_dive_16\frame_56.jpg,Back 3 1/2 Somersaults,Tuck,0.0,72.6
train\2020_olympics_dive_16\frame_58.jpg,Back 3 1/2 Somersaults,Tuck,0.0,72.6
train\2020_olympics_dive_16\frame_6.jpg,Back 3 1/2 Somersaults,Tuck,0.0,72.6
train\2020_olympics_dive_16\frame_60.jpg,Back 3 1/2 Somersaults,Tuck,0.0,72.6
train\2020_olympics_dive_16\frame_8.jpg,Back 3 1/2 Somersaults,Tuck,0.0,72.6
train\2020_olympics_dive_17\frame_0.jpg,Back 3 1/2 Somersaults,Pike,0.0,86.4
train\2020_olympics_dive_17\frame_10.jpg,Back 3 1/2 Somersaults,Pike,0.0,86.4
train\2020_olympics_dive_17\frame_12.jpg,Back 3 1/2 Somersaults,Pike,0.0,86.4
train\2020_olympics_dive_17\frame_14.jpg,Back 3 1/2 Somersaults,Pike,0.0,86.4
train\2020_olympics_dive_17\frame_16.jpg,Back 3 1/2 Somersaults,Pike,0.0,86.4
train\2020_olympics_dive_17\frame_18.jpg,Back 3 1/2 Somersaults,Pike,0.0,86.4
train\2020_olympics_dive_17\frame_2.jpg,Back 3 1/2 Somersaults,Pike,0.0,86.4
train\2020_olympics_dive_17\frame_20.jpg,Back 3 1/2 Somersaults,Pike,0.0,86.4
train\2020_olympics_dive_17\frame_22.jpg,Back 3 1/2 Somersaults,Pike,0.0,86.4
train\2020_olympics_dive_17\frame_24.jpg,Back 3 1/2 Somersaults,Pike,0.0,86.4
train\2020_olympics_dive_17\frame_26.jpg,Back 3 1/2 Somersaults,Pike,0.0,86.4
train\2020_olympics_dive_17\frame_28.jpg,Back 3 1/2 Somersaults,Pike,0.0,86.4
train\2020_olympics_dive_17\frame_30.jpg,Back 3 1/2 Somersaults,Pike,0.0,86.4
train\2020_olympics_dive_17\frame_32.jpg,Back 3 1/2 Somersaults,Pike,0.0,86.4
train\2020_olympics_dive_17\frame_34.jpg,Back 3 1/2 Somersaults,Pike,0.0,86.4
train\2020_olympics_dive_17\frame_36.jpg,Back 3 1/2 Somersaults,Pike,0.0,86.4
train\2020_olympics_dive_17\frame_38.jpg,Back 3 1/2 Somersaults,Pike,0.0,86.4
train\2020_olympics_dive_17\frame_4.jpg,Back 3 1/2 Somersaults,Pike,0.0,86.4
train\2020_olympics_dive_17\frame_40.jpg,Back 3 1/2 Somersaults,Pike,0.0,86.4
train\2020_olympics_dive_17\frame_42.jpg,Back 3 1/2 Somersaults,Pike,0.0,86.4
train\2020_olympics_dive_17\frame_44.jpg,Back 3 1/2 Somersaults,Pike,0.0,86.4
train\2020_olympics_dive_17\frame_46.jpg,Back 3 1/2 Somersaults,Pike,0.0,86.4
train\2020_olympics_dive_17\frame_48.jpg,Back 3 1/2 Somersaults,Pike,0.0,86.4
train\2020_olympics_dive_17\frame_50.jpg,Back 3 1/2 Somersaults,Pike,0.0,86.4
train\2020_olympics_dive_17\frame_52.jpg,Back 3 1/2 Somersaults,Pike,0.0,86.4
train\2020_olympics_dive_17\frame_54.jpg,Back 3 1/2 Somersaults,Pike,0.0,86.4
train\2020_olympics_dive_17\frame_56.jpg,Back 3 1/2 Somersaults,Pike,0.0,86.4
train\2020_olympics_dive_17\frame_58.jpg,Back 3 1/2 Somersaults,Pike,0.0,86.4
train\2020_olympics_dive_17\frame_6.jpg,Back 3 1/2 Somersaults,Pike,0.0,86.4
train\2020_olympics_dive_17\frame_60.jpg,Back 3 1/2 Somersaults,Pike,0.0,86.4
train\2020_olympics_dive_17\frame_62.jpg,Back 3 1/2 Somersaults,Pike,0.0,86.4
train\2020_olympics_dive_17\frame_64.jpg,Back 3 1/2 Somersaults,Pike,0.0,86.4
train\2020_olympics_dive_17\frame_66.jpg,Back 3 1/2 Somersaults,Pike,0.0,86.4
train\2020_olympics_dive_17\frame_68.jpg,Back 3 1/2 Somersaults,Pike,0.0,86.4
train\2020_olympics_dive_17\frame_70.jpg,Back 3 1/2 Somersaults,Pike,0.0,86.4
train\2020_olympics_dive_17\frame_72.jpg,Back 3 1/2 Somersaults,Pike,0.0,86.4
train\2020_olympics_dive_17\frame_74.jpg,Back 3 1/2 Somersaults,Pike,0.0,86.4
train\2020_olympics_dive_17\frame_76.jpg,Back 3 1/2 Somersaults,Pike,0.0,86.4
train\2020_olympics_dive_17\frame_78.jpg,Back 3 1/2 Somersaults,Pike,0.0,86.4
train\2020_olympics_dive_17\frame_8.jpg,Back 3 1/2 Somersaults,Pike,0.0,86.4
train\2020_olympics_dive_17\frame_80.jpg,Back 3 1/2 Somersaults,Pike,0.0,86.4
train\2020_olympics_dive_17\frame_82.jpg,Back 3 1/2 Somersaults,Pike,0.0,86.4
train\2020_olympics_dive_17\frame_84.jpg,Back 3 1/2 Somersaults,Pike,0.0,86.4
train\2020_olympics_dive_17\frame_86.jpg,Back 3 1/2 Somersaults,Pike,0.0,86.4
train\2020_olympics_dive_17\frame_88.jpg,Back 3 1/2 Somersaults,Pike,0.0,86.4
train\2020_olympics_dive_17\frame_90.jpg,Back 3 1/2 Somersaults,Pike,0.0,86.4
train\2020_olympics_dive_17\frame_92.jpg,Back 3 1/2 Somersaults,Pike,0.0,86.4
train\2020_olympics_dive_18\frame_0.jpg,Back 3 1/2 Somersaults,Tuck,0.0,79.2
train\2020_olympics_dive_18\frame_10.jpg,Back 3 1/2 Somersaults,Tuck,0.0,79.2
train\2020_olympics_dive_18\frame_12.jpg,Back 3 1/2 Somersaults,Tuck,0.0,79.2
train\2020_olympics_dive_18\frame_14.jpg,Back 3 1/2 Somersaults,Tuck,0.0,79.2
train\2020_olympics_dive_18\frame_16.jpg,Back 3 1/2 Somersaults,Tuck,0.0,79.2
train\2020_olympics_dive_18\frame_18.jpg,Back 3 1/2 Somersaults,Tuck,0.0,79.2
train\2020_olympics_dive_18\frame_2.jpg,Back 3 1/2 Somersaults,Tuck,0.0,79.2
train\2020_olympics_dive_18\frame_20.jpg,Back 3 1/2 Somersaults,Tuck,0.0,79.2
train\2020_olympics_dive_18\frame_22.jpg,Back 3 1/2 Somersaults,Tuck,0.0,79.2
train\2020_olympics_dive_18\frame_24.jpg,Back 3 1/2 Somersaults,Tuck,0.0,79.2
train\2020_olympics_dive_18\frame_26.jpg,Back 3 1/2 Somersaults,Tuck,0.0,79.2
train\2020_olympics_dive_18\frame_28.jpg,Back 3 1/2 Somersaults,Tuck,0.0,79.2
train\2020_olympics_dive_18\frame_30.jpg,Back 3 1/2 Somersaults,Tuck,0.0,79.2
train\2020_olympics_dive_18\frame_32.jpg,Back 3 1/2 Somersaults,Tuck,0.0,79.2
train\2020_olympics_dive_18\frame_34.jpg,Back 3 1/2 Somersaults,Tuck,0.0,79.2
train\2020_olympics_dive_18\frame_36.jpg,Back 3 1/2 Somersaults,Tuck,0.0,79.2
train\2020_olympics_dive_18\frame_38.jpg,Back 3 1/2 Somersaults,Tuck,0.0,79.2
train\2020_olympics_dive_18\frame_4.jpg,Back 3 1/2 Somersaults,Tuck,0.0,79.2
train\2020_olympics_dive_18\frame_40.jpg,Back 3 1/2 Somersaults,Tuck,0.0,79.2
train\2020_olympics_dive_18\frame_42.jpg,Back 3 1/2 Somersaults,Tuck,0.0,79.2
train\2020_olympics_dive_18\frame_44.jpg,Back 3 1/2 Somersaults,Tuck,0.0,79.2
train\2020_olympics_dive_18\frame_46.jpg,Back 3 1/2 Somersaults,Tuck,0.0,79.2
train\2020_olympics_dive_18\frame_48.jpg,Back 3 1/2 Somersaults,Tuck,0.0,79.2
train\2020_olympics_dive_18\frame_50.jpg,Back 3 1/2 Somersaults,Tuck,0.0,79.2
train\2020_olympics_dive_18\frame_52.jpg,Back 3 1/2 Somersaults,Tuck,0.0,79.2
train\2020_olympics_dive_18\frame_54.jpg,Back 3 1/2 Somersaults,Tuck,0.0,79.2
train\2020_olympics_dive_18\frame_56.jpg,Back 3 1/2 Somersaults,Tuck,0.0,79.2
train\2020_olympics_dive_18\frame_58.jpg,Back 3 1/2 Somersaults,Tuck,0.0,79.2
train\2020_olympics_dive_18\frame_6.jpg,Back 3 1/2 Somersaults,Tuck,0.0,79.2
train\2020_olympics_dive_18\frame_60.jpg,Back 3 1/2 Somersaults,Tuck,0.0,79.2
train\2020_olympics_dive_18\frame_62.jpg,Back 3 1/2 Somersaults,Tuck,0.0,79.2
train\2020_olympics_dive_18\frame_64.jpg,Back 3 1/2 Somersaults,Tuck,0.0,79.2
train\2020_olympics_dive_18\frame_66.jpg,Back 3 1/2 Somersaults,Tuck,0.0,79.2
train\2020_olympics_dive_18\frame_68.jpg,Back 3 1/2 Somersaults,Tuck,0.0,79.2
train\2020_olympics_dive_18\frame_70.jpg,Back 3 1/2 Somersaults,Tuck,0.0,79.2
train\2020_olympics_dive_18\frame_8.jpg,Back 3 1/2 Somersaults,Tuck,0.0,79.2
train\2020_olympics_dive_19\frame_0.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,61.2
train\2020_olympics_dive_19\frame_10.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,61.2
train\2020_olympics_dive_19\frame_12.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,61.2
train\2020_olympics_dive_19\frame_14.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,61.2
train\2020_olympics_dive_19\frame_16.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,61.2
train\2020_olympics_dive_19\frame_18.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,61.2
train\2020_olympics_dive_19\frame_2.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,61.2
train\2020_olympics_dive_19\frame_20.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,61.2
train\2020_olympics_dive_19\frame_22.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,61.2
train\2020_olympics_dive_19\frame_24.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,61.2
train\2020_olympics_dive_19\frame_26.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,61.2
train\2020_olympics_dive_19\frame_28.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,61.2
train\2020_olympics_dive_19\frame_30.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,61.2
train\2020_olympics_dive_19\frame_32.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,61.2
train\2020_olympics_dive_19\frame_34.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,61.2
train\2020_olympics_dive_19\frame_36.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,61.2
train\2020_olympics_dive_19\frame_38.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,61.2
train\2020_olympics_dive_19\frame_4.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,61.2
train\2020_olympics_dive_19\frame_40.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,61.2
train\2020_olympics_dive_19\frame_42.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,61.2
train\2020_olympics_dive_19\frame_44.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,61.2
train\2020_olympics_dive_19\frame_46.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,61.2
train\2020_olympics_dive_19\frame_48.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,61.2
train\2020_olympics_dive_19\frame_50.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,61.2
train\2020_olympics_dive_19\frame_52.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,61.2
train\2020_olympics_dive_19\frame_54.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,61.2
train\2020_olympics_dive_19\frame_56.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,61.2
train\2020_olympics_dive_19\frame_58.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,61.2
train\2020_olympics_dive_19\frame_6.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,61.2
train\2020_olympics_dive_19\frame_60.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,61.2
train\2020_olympics_dive_19\frame_62.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,61.2
train\2020_olympics_dive_19\frame_64.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,61.2
train\2020_olympics_dive_19\frame_66.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,61.2
train\2020_olympics_dive_19\frame_68.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,61.2
train\2020_olympics_dive_19\frame_70.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,61.2
train\2020_olympics_dive_19\frame_72.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,61.2
train\2020_olympics_dive_19\frame_8.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,61.2
train\2020_olympics_dive_23\frame_0.jpg,Inward 3 1/2 Somersaults,Pike,0.0,94.5
train\2020_olympics_dive_23\frame_10.jpg,Inward 3 1/2 Somersaults,Pike,0.0,94.5
train\2020_olympics_dive_23\frame_12.jpg,Inward 3 1/2 Somersaults,Pike,0.0,94.5
train\2020_olympics_dive_23\frame_14.jpg,Inward 3 1/2 Somersaults,Pike,0.0,94.5
train\2020_olympics_dive_23\frame_16.jpg,Inward 3 1/2 Somersaults,Pike,0.0,94.5
train\2020_olympics_dive_23\frame_18.jpg,Inward 3 1/2 Somersaults,Pike,0.0,94.5
train\2020_olympics_dive_23\frame_2.jpg,Inward 3 1/2 Somersaults,Pike,0.0,94.5
train\2020_olympics_dive_23\frame_20.jpg,Inward 3 1/2 Somersaults,Pike,0.0,94.5
train\2020_olympics_dive_23\frame_22.jpg,Inward 3 1/2 Somersaults,Pike,0.0,94.5
train\2020_olympics_dive_23\frame_24.jpg,Inward 3 1/2 Somersaults,Pike,0.0,94.5
train\2020_olympics_dive_23\frame_26.jpg,Inward 3 1/2 Somersaults,Pike,0.0,94.5
train\2020_olympics_dive_23\frame_28.jpg,Inward 3 1/2 Somersaults,Pike,0.0,94.5
train\2020_olympics_dive_23\frame_30.jpg,Inward 3 1/2 Somersaults,Pike,0.0,94.5
train\2020_olympics_dive_23\frame_32.jpg,Inward 3 1/2 Somersaults,Pike,0.0,94.5
train\2020_olympics_dive_23\frame_34.jpg,Inward 3 1/2 Somersaults,Pike,0.0,94.5
